timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-07-04T23:19:21,codecarbon,19bdc96c-8f25-4864-8e70-afed7fc48b1d,0.0014867782592773438,6.002127037543774e-12,4.037002155560937e-09,5.0,0.0,3.0,1.804033915201823e-09,0,7.20818837483724e-10,2.524852752685547e-09,Canada,CAN,quebec,,,macOS-12.6.7-arm64-arm-64bit,3.10.4,2.5.0,8,Apple M1,,,-71.2,46.8,8.0,machine,N,1.0
